domain,product_type,product_name,label,certainty,url,specs_text,matched_patterns
danawa,데스크톱,"영웅컴퓨터 영웅 H게이밍 2561F 225F RTX5060Ti (32GB, M.2 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=94027055,상품 상세 스펙 상품 상세 정보 제공 제조회사 영웅컴퓨터 등록년월 2025년 07월 CPU 넘버 225F 그래픽 카드 RTX 5060 Ti 메인보드 칩셋 (인텔) H810 운영체제 OS미포함 파워 출력 600W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라5-2세대 CPU 코드명 애로우레이크 코어 개수 6+4코어 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 32GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 NVIDIA 그래픽 종류 외장 그래픽 그래픽 메모리 8GB 네트워크 1Gbps 유선 ○ 영상출력 HDMI ○ DP포트 ○ 전원 파워서플라이 형태 미들타워 외형 어항형 ○ LED쿨러 ○ KC인증 적합성평가인증 상세설명 / 판매 사이트 문의 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"삼성전자 데스크탑 Slim DM500SHZ-AD5A Win11Home (8GB, M.2 256GB)",genuine,high,https://prod.danawa.com/info/?pcode=103335941,상품 상세 스펙 상품 상세 정보 제공 제조회사 삼성전자 (제조사 웹사이트 바로가기) 등록년월 2025년 07월 CPU 넘버 225 그래픽 카드 인텔 그래픽스 메인보드 칩셋 (인텔) B860 운영체제 윈도우11 파워 출력 300W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라5 CPU 코드명 애로우레이크 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 8GB 저장장치 SSD 형태 M.2 SSD 용량 256GB 그래픽 제조사 INTEL 그래픽 종류 내장 그래픽 네트워크 1Gbps 유선 ○ 802.11ax(Wi-Fi 6) 무선 ○ 블루투스 ○ 영상출력 HDMI ○ D-SUB ○ 단자 USB3.x 10Gbps ○ USB C타입 5Gbps ○ 전원 파워서플라이 형태 슬림 판매처 단독상품 구성변경상품 KC인증 적합성평가인증 R-R-SEC-DM500SHA 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,MSI Cubi Z AI 라이젠7 8845HS (베어본),genuine,high,https://prod.danawa.com/info/?pcode=101189063,상품 상세 스펙 상품 상세 정보 제공 제조회사 MSI (제조사 웹사이트 바로가기) 등록년월 2025년 11월 CPU 넘버 8845HS 그래픽 카드 780M 운영체제 OS미포함 파워 출력 120W CPU 제조사 AMD CPU 시리즈 라이젠 8000시리즈 CPU 종류 라이젠7-4세대 CPU 코드명 호크포인트 코어 개수 옥타(8)코어 NPU 종류 AMD 라이젠 AI NPU TOPS 16TOPS 메모리 메모리 타입 DDR5 메모리 용량 메모리 미포함 메모리 규격 SO-DIMM (노트북용) 저장장치 HDD 용량 HDD:저장장치 미포함 그래픽 제조사 AMD 그래픽 종류 내장 그래픽 사운드 출력 사운드 지원 스피커 내장형 네트워크 2.5Gbps 유선 ○ 802.11ax(Wi-Fi 6E) 무선 ○ 블루투스 ○ 듀얼랜 ○ 영상출력 HDMI ○ DP Alt Mode ○ 단자 USB3.x 10Gbps ○ USB C타입 40Gbps ○ 전원 DC 본체 형태 미니PC 무게 0.79kg KC인증 적합성평가인증 R-R-MSI-MS-B032 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"삼성전자 데스크탑 Tower DM500THA-U7ABT RTX5060TiS Win11 (16GB, M.2 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=108388697,상품 상세 스펙 상품 상세 정보 제공 제조회사 삼성전자 (제조사 웹사이트 바로가기) 등록년월 2025년 07월 CPU 넘버 265 그래픽 카드 RTX 5060 Ti 메인보드 칩셋 (인텔) B860 운영체제 윈도우11 파워 출력 700W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라7 CPU 코드명 애로우레이크 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 16GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 NVIDIA 그래픽 종류 외장 그래픽 그래픽 메모리 16GB 네트워크 1Gbps 유선 ○ 802.11ax(Wi-Fi 6) 무선 ○ 블루투스 ○ 영상출력 HDMI ○ 단자 USB3.x 10Gbps ○ USB C타입 5Gbps ○ 전원 파워서플라이 형태 미들타워 무게 6.66kg 판매처 단독상품 구성변경상품 KC인증 적합성평가인증 R-R-SEC-DM500THA 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"MSI Cubi NUC AI Ultra 5 125H M.2 (8GB, M.2 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=101191064,상품 상세 스펙 상품 상세 정보 제공 제조회사 MSI (제조사 웹사이트 바로가기) 등록년월 2025년 08월 CPU 넘버 125H 그래픽 카드 Arc 그래픽스 운영체제 OS미포함 파워 출력 120W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈1 CPU 종류 코어 울트라5 CPU 코드명 메테오레이크 코어 개수 4+8+2코어 NPU 종류 인텔 AI Boost NPU TOPS 11TOPS 메모리 메모리 타입 DDR5 메모리 용량 8GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 INTEL 그래픽 종류 내장 그래픽 네트워크 2.5Gbps 유선 ○ 802.11ax(Wi-Fi 6E) 무선 ○ 블루투스 ○ 듀얼랜 ○ 영상출력 HDMI ○ 단자 USB3.x 10Gbps ○ USB C타입 10Gbps ○ 썬더볼트4 ○ 전원 DC 형태 미니PC 무게 0.55kg KC인증 적합성평가인증 R-R-MSI-MS-B209 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,MSI Cubi NUC AI Ultra 5 125H (베어본),genuine,high,https://prod.danawa.com/info/?pcode=96853565,상품 상세 스펙 상품 상세 정보 제공 제조회사 MSI (제조사 웹사이트 바로가기) 등록년월 2025년 08월 CPU 넘버 125H 그래픽 카드 Arc 그래픽스 운영체제 OS미포함 파워 출력 120W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈1 CPU 종류 코어 울트라5 CPU 코드명 메테오레이크 코어 개수 4+8+2코어 NPU 종류 인텔 AI Boost NPU TOPS 11TOPS 메모리 메모리 타입 DDR5 메모리 용량 메모리 미포함 메모리 규격 SO-DIMM (노트북용) 저장장치 HDD 용량 HDD:저장장치 미포함 그래픽 제조사 INTEL 그래픽 종류 내장 그래픽 네트워크 2.5Gbps 유선 ○ 802.11ax(Wi-Fi 6E) 무선 ○ 블루투스 ○ 듀얼랜 ○ 영상출력 HDMI ○ 단자 USB3.x 10Gbps ○ USB C타입 10Gbps ○ 썬더볼트4 ○ 전원 DC 본체 형태 미니PC 무게 0.55kg KC인증 적합성평가인증 R-R-MSI-MS-B209 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"다나와표준PC 전문가용 260227 (32GB, M.2 1TB + HDD 4TB)",genuine,high,https://prod.danawa.com/info/?pcode=104949950,상품 상세 스펙 상품 상세 정보 제공 제조회사 다나와표준PC (제조사 웹사이트 바로가기) 등록년월 2026년 01월 CPU 넘버 285K 그래픽 카드 RTX 5070 Ti 메인보드 칩셋 (인텔) B860 운영체제 OS미포함 파워 출력 1000W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라9 CPU 코드명 애로우레이크 코어 개수 8+16코어 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 32GB 저장장치 HDD 용량 HDD:4TB SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 NVIDIA 그래픽 종류 외장 그래픽 그래픽 메모리 16GB 네트워크 1Gbps 유선 ○ 영상출력 HDMI ○ DP포트 ○ 전원 파워서플라이 본체 형태 미들타워 너비(W) 285mm 높이(H) 400mm 깊이(D) 460mm 외형 어항형 ○ 수랭쿨러 ○ LED쿨러 ○ KC인증 적합성평가인증 상세설명 / 판매 사이트 문의 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"GEEKOM A7 MAX 7940HS Win11Pro (16GB, SSD 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=104989550,상품 상세 스펙 상품 상세 정보 제공 제조회사 GEEKOM (제조사 웹사이트 바로가기) 등록년월 2026년 02월 CPU 넘버 7940HS 그래픽 카드 780M 운영체제 윈도우11 프로 CPU 제조사 AMD CPU 시리즈 라이젠 7000시리즈 CPU 종류 라이젠9-5세대 CPU 코드명 피닉스 코어 개수 옥타(8)코어 NPU 종류 AMD 라이젠 AI NPU TOPS 10TOPS 메모리 메모리 타입 DDR5 메모리 용량 16GB 저장장치 SSD 형태 SSD SSD 용량 1TB 그래픽 제조사 AMD 그래픽 종류 내장 그래픽 네트워크 2.5Gbps 유선 ○ 802.11ax(Wi-Fi 6E) 무선 ○ 블루투스 ○ 듀얼랜 ○ 영상출력 HDMI ○ 단자 USB3.x 10Gbps ○ USB C타입 40Gbps ○ 전원 DC 형태 미니PC KC인증 적합성평가인증 R-R-mRg-A7 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"MSI MAG CODEX R2 B5NVM I13 U5-250KF PLUS RTX™ 5060 Ti 게이밍 (16GB, M.2 512GB)",genuine,high,https://prod.danawa.com/info/?pcode=123846779,상품 상세 스펙 상품 상세 정보 제공 제조회사 MSI (제조사 웹사이트 바로가기) 등록년월 2026년 08월 CPU 넘버 250KF Plus 그래픽 카드 RTX 5060 Ti 메인보드 칩셋 (인텔) B860 운영체제 OS미포함 파워 출력 650W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라5-2세대 CPU 코드명 애로우레이크 코어 개수 6+12코어 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 16GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 NVIDIA 그래픽 종류 외장 그래픽 그래픽 메모리 8GB 사운드 출력 사운드 지원 7.1채널 네트워크 5Gbps 유선 ○ 802.11ax(Wi-Fi 6E) 무선 ○ 블루투스 ○ 영상출력 HDMI ○ DP포트 ○ 단자 USB3.x 10Gbps ○ USB3.x 5Gbps ○ USB C타입 5Gbps ○ 전원 파워서플라이 형태 미들타워 너비(W) 210mm 높이(H) 465mm 깊이(D) 420mm KC인증 적합성평가인증 상세설명 / 판매 사이트 문의 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"영웅컴퓨터 영웅 울트라게이밍 U7265 265KF RTX5070Ti (32GB, M.2 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=70333382,상품 상세 스펙 상품 상세 정보 제공 제조회사 영웅컴퓨터 등록년월 2024년 11월 CPU 넘버 265KF 그래픽 카드 RTX 5070 Ti 메인보드 칩셋 (인텔) B860 운영체제 OS미포함 파워 출력 800W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라7-2세대 CPU 코드명 애로우레이크 코어 개수 8+12코어 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 32GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 NVIDIA 그래픽 종류 외장 그래픽 그래픽 메모리 16GB 네트워크 1Gbps 유선 ○ 영상출력 HDMI ○ DP포트 ○ 전원 파워서플라이 형태 미들타워 외형 어항형 ○ 수랭쿨러 ○ KC인증 적합성평가인증 상세설명 / 판매 사이트 문의 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"영웅컴퓨터 영웅 H게이밍 U7266 (32GB, M.2 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=105817070,상품 상세 스펙 상품 상세 정보 제공 제조회사 영웅컴퓨터 등록년월 2026년 02월 CPU 넘버 265KF 그래픽 카드 RTX 5060 Ti 메인보드 칩셋 (인텔) B860 운영체제 OS미포함 파워 출력 750W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라7-2세대 CPU 코드명 애로우레이크 코어 개수 8+12코어 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 32GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 NVIDIA 그래픽 종류 외장 그래픽 그래픽 메모리 8GB 네트워크 1Gbps 유선 ○ 영상출력 HDMI ○ DP포트 ○ 전원 파워서플라이 형태 미들타워 외형 어항형 ○ KC인증 적합성평가인증 상세설명 / 판매 사이트 문의 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"포유컴퓨터 퍼포먼스PC 42 울트라 코어5 225 (16GB, M.2 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=21515234,상품 상세 스펙 상품 상세 정보 제공 제조회사 포유컴퓨터 등록년월 2023년 07월 CPU 넘버 225 그래픽 카드 인텔 그래픽스 메인보드 칩셋 (인텔) H810 운영체제 OS미포함 파워 출력 600W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라5-2세대 CPU 코드명 애로우레이크 코어 개수 6+4코어 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 16GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 INTEL 그래픽 종류 내장 그래픽 네트워크 1Gbps 유선 ○ 전원 파워서플라이 형태 미들타워 KC인증 적합성평가인증 상세설명 / 판매 사이트 문의 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,MSI Cubi Z AI 라이젠5 8645HS (베어본),genuine,high,https://prod.danawa.com/info/?pcode=101189144,상품 상세 스펙 상품 상세 정보 제공 제조회사 MSI (제조사 웹사이트 바로가기) 등록년월 2025년 11월 CPU 넘버 8645HS 그래픽 카드 760M 운영체제 OS미포함 파워 출력 120W CPU 제조사 AMD CPU 시리즈 라이젠 8000시리즈 CPU 종류 라이젠5-4세대 CPU 코드명 호크포인트 코어 개수 헥사(6)코어 NPU 종류 AMD 라이젠 AI NPU TOPS 16TOPS 메모리 메모리 타입 DDR5 메모리 용량 메모리 미포함 메모리 규격 SO-DIMM (노트북용) 저장장치 HDD 용량 HDD:저장장치 미포함 그래픽 제조사 AMD 그래픽 종류 내장 그래픽 사운드 출력 사운드 지원 스피커 내장형 네트워크 2.5Gbps 유선 ○ 802.11ax(Wi-Fi 6E) 무선 ○ 블루투스 ○ 듀얼랜 ○ 영상출력 HDMI ○ DP Alt Mode ○ 단자 USB3.x 10Gbps ○ USB C타입 40Gbps ○ 전원 DC 본체 형태 미니PC 무게 0.79kg KC인증 적합성평가인증 R-R-MSI-MS-B032 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,ASUS NUC 16 Pro NUC16GDKU7 (베어본),genuine,high,https://prod.danawa.com/info/?pcode=122699456,상품 상세 스펙 상품 상세 정보 제공 제조회사 ASUS NUC 16 Pro 등록년월 2026년 06월 CPU 넘버 356H 그래픽 카드 인텔 그래픽스 운영체제 OS미포함 파워 출력 150W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈3 CPU 종류 코어 울트라7-3세대 CPU 코드명 팬서레이크 코어 개수 4+8+4코어 NPU 종류 인텔 AI Boost NPU TOPS 50TOPS 메모리 메모리 타입 DDR5 메모리 용량 메모리 미포함 저장장치 HDD 용량 HDD:저장장치 미포함 그래픽 제조사 INTEL 그래픽 종류 내장 그래픽 네트워크 2.5Gbps 유선 ○ 802.11be(Wi-Fi 7) 무선 ○ 블루투스 ○ 듀얼랜 ○ 영상출력 HDMI ○ 단자 USB3.x 10Gbps ○ USB C타입 10Gbps ○ 썬더볼트4 ○ 전원 DC 너비(W) 144mm 높이(H) 42mm 깊이(D) 117mm 본체 형태 미니PC KC인증 적합성평가인증 R-R-MSQ-NUC16GDK 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"GPD WIN 5 AI Max+ 395 해외구매 32GB, SSD 2TB/해외구매",genuine,high,https://prod.danawa.com/info/?pcode=123743750,"상품 상세 스펙 상품 상세 정보 제공 제조회사 GPD 등록년월 2026년 08월 05일 게임 기종 휴대용PC 게임기(UMPC) 화면 크기 7인치 화면 비율 16:9 해상도 1920x1080(FHD) 패널 종류 IPS(터치) 화면 밝기 500nit 화면 주사율 120Hz 운영체제 윈도우OS 무게 950g 상품구분 해외상품 ○ [시스템] CPU 종류 라이젠AI Max+ CPU 코드네임 스트릭스 헤일로 CPU 넘버 395 (5.1GHz) CPU 코어수 16코어 CPU 스레드수 32 GPU 라데온 8060S 램 32GB 램 타입 LPDDR5X 램 대역폭 8,000MHz 용량 2TB SSD 폼펙터 M.2 2280 SSD 인터페이스 PCIe 4.0(NVMe) [조작부] 컨트롤러 타입 일체형 패드 컨트롤러 부가가능 홀센서 트리거 ○ [파워/단자] 배터리 80Wh USB 타입 USB C타입 ○ USB 인터페이스 USB4 ○ [부가기능] 무선랜 Wi-Fi 6E 블루투스 블루투스 5.3 지원기능 자이로센서 ○ 진동 ○ 헤드폰 잭 ○ KC인증 적합성평가인증 상세설명 / 판매 사이트 문의 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인",strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"레노버 씽크센터 M70t Gen6 12YMS02B00 Win11Pro (16GB, M.2 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=106044668,상품 상세 스펙 상품 상세 정보 제공 제조회사 레노버 (제조사 웹사이트 바로가기) 등록년월 2026년 02월 CPU 넘버 225 그래픽 카드 인텔 그래픽스 메인보드 칩셋 (인텔) Q870 운영체제 윈도우11 프로 파워 출력 400W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라5-2세대 CPU 코드명 애로우레이크 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 16GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 INTEL 그래픽 종류 내장 그래픽 네트워크 1Gbps 유선 ○ 802.11ax(Wi-Fi 6E) 무선 ○ 블루투스 ○ 영상출력 HDMI ○ DP포트 ○ 단자 USB3.x 10Gbps ○ USB3.x 5Gbps ○ USB C타입 5Gbps ○ 전원 파워서플라이 형태 미들타워 너비(W) 145mm 높이(H) 346mm 깊이(D) 296mm 무게 5.7kg 판매처 단독상품 구성변경상품 KC인증 적합성평가인증 R-R-LVK-M70t-12YG 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"HP 옴니스튜디오X 32-c0001KR (32GB, M.2 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=63477848,상품 상세 스펙 상품 상세 정보 제공 제조회사 HP (제조사 웹사이트 바로가기) 등록년월 2024년 08월 CPU 넘버 155H 그래픽 카드 Arc 그래픽스 운영체제 윈도우11 CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈1 CPU 종류 코어 울트라7 CPU 코드명 메테오레이크 NPU 종류 인텔 AI Boost NPU TOPS 11TOPS 메모리 메모리 타입 DDR5 메모리 용량 32GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 INTEL 그래픽 종류 내장 그래픽 디스플레이 화면크기 81cm(32인치) 해상도 3840x2160 사운드 출력 사운드 지원 스피커 내장형 네트워크 1Gbps 유선 ○ 802.11be(Wi-Fi 7) 무선 ○ 블루투스 ○ 영상출력 HDMI ○ 단자 USB3.x 5Gbps ○ USB C타입 5Gbps ○ 편의 기능 웹캠 ○ 마이크 내장 ○ 본체 형태 일체형 무게 9.56kg KC인증 적합성평가인증 R-R-hpk-TPC-I056-32 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"HP 오멘 16L TG03-0007kr (32GB, M.2 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=98760761,상품 상세 스펙 상품 상세 정보 제공 제조회사 HP (제조사 웹사이트 바로가기) 등록년월 2025년 06월 CPU 넘버 225F 그래픽 카드 RTX 5060 메인보드 칩셋 (인텔) B860 운영체제 윈도우11 파워 출력 500W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라5 CPU 코드명 애로우레이크 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 32GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 NVIDIA 그래픽 종류 외장 그래픽 그래픽 메모리 8GB 네트워크 2.5Gbps 유선 ○ 802.11ax(Wi-Fi 6E) 무선 ○ 블루투스 ○ 영상출력 HDMI ○ DP포트 ○ 단자 USB3.x 5Gbps ○ USB C타입 10Gbps ○ 전원 파워서플라이 본체 형태 미니타워 판매처 단독상품 구성변경상품 KC인증 적합성평가인증 R-R-hpi-HSC-F007MT 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"삼성전자 데스크탑 Tower DM500THZ-AD5AB Win11Pro (16GB, M.2 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=122725297,상품 상세 스펙 상품 상세 정보 제공 제조회사 삼성전자 (제조사 웹사이트 바로가기) 등록년월 2025년 07월 CPU 넘버 225 그래픽 카드 인텔 그래픽스 메인보드 칩셋 (인텔) B860 운영체제 윈도우11 프로 파워 출력 500W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라5 CPU 코드명 애로우레이크 코어 개수 6+4코어 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 16GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 INTEL 그래픽 종류 내장 그래픽 네트워크 1Gbps 유선 ○ 블루투스 ○ 영상출력 HDMI ○ D-SUB ○ 단자 USB3.x 5Gbps ○ USB C타입 5Gbps ○ 전원 파워서플라이 형태 미들타워 너비(W) 166mm 높이(H) 364mm 깊이(D) 316mm 판매처 단독상품 구성변경상품 KC인증 적합성평가인증 R-R-SEC-DM500THA 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"영웅컴퓨터 울트라게이밍 U7270 270K RTX5070Ti (32GB, M.2 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=108693851,상품 상세 스펙 상품 상세 정보 제공 제조회사 영웅컴퓨터 등록년월 2026년 03월 CPU 넘버 270K Plus 그래픽 카드 RTX 5070 Ti 메인보드 칩셋 (인텔) B860 운영체제 OS미포함 파워 출력 850W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라7-2세대 CPU 코드명 애로우레이크 코어 개수 8+16 코어 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 32GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 NVIDIA 그래픽 종류 외장 그래픽 그래픽 메모리 16GB 네트워크 2.5Gbps 유선 ○ 영상출력 HDMI ○ DP포트 ○ 단자 USB3.x 10Gbps ○ USB3.x 5Gbps ○ USB C타입 40Gbps ○ 전원 파워서플라이 형태 미들타워 외형 어항형 ○ KC인증 적합성평가인증 상세설명 / 판매 사이트 문의 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,"다나와표준PC DPG 게임용 250723 (16GB, M.2 1TB)",genuine,high,https://prod.danawa.com/info/?pcode=93387431,상품 상세 스펙 상품 상세 정보 제공 제조회사 다나와표준PC (제조사 웹사이트 바로가기) 등록년월 2025년 07월 CPU 넘버 265KF 그래픽 카드 RTX 5060 Ti 메인보드 칩셋 (인텔) B860 운영체제 OS미포함 파워 출력 850W CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라7 CPU 코드명 애로우레이크 코어 개수 8+12코어 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 용량 16GB 저장장치 SSD 형태 M.2 SSD 용량 1TB 그래픽 제조사 NVIDIA 그래픽 종류 외장 그래픽 그래픽 메모리 8GB 네트워크 1Gbps 유선 ○ 전원 파워서플라이 본체 형태 미들타워 외형 어항형 ○ 수랭쿨러 ○ LED쿨러 ○ KC인증 적합성평가인증 상세설명 / 판매 사이트 문의 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
danawa,데스크톱,ASUS NUC 15 Pro NUC15CRHU7 (베어본),genuine,high,https://prod.danawa.com/info/?pcode=78529712,상품 상세 스펙 상품 상세 정보 제공 제조회사 ASUS (제조사 웹사이트 바로가기) 등록년월 2025년 03월 CPU 넘버 255H 그래픽 카드 Arc 140T CPU 제조사 인텔 CPU 시리즈 코어울트라 시리즈2 CPU 종류 코어 울트라7-2세대 CPU 코드명 애로우레이크 코어 개수 6+8+2코어 NPU 종류 인텔 AI Boost NPU TOPS 13TOPS 메모리 메모리 타입 DDR5 메모리 규격 SO-DIMM (노트북용) 그래픽 제조사 INTEL 그래픽 종류 내장 그래픽 네트워크 2.5Gbps 유선 ○ 802.11be(Wi-Fi 7) 무선 ○ 블루투스 ○ 영상출력 HDMI ○ DP Alt Mode ○ 단자 USB3.x 10Gbps ○ USB C타입 20Gbps ○ 썬더볼트4 ○ 편의 기능 베사홀 ○ 전원 DC 본체 형태 미니PC KC인증 적합성평가인증 R-R-MSQ-NUC15CRH 인증번호 확인 안전확인인증 상세설명 / 판매 사이트 문의 인증번호 확인,strong: Neural inference hardware; NPU/TOPS listed; claim=ai
